document,summary,id
"The Friesians were found in Dolwen, near Old Colwyn, on Friday after eating poisonous tree clippings dumped in a farmer's field.
North Wales Police said the culprit is described as a heavily built man, aged 50 to 60, with curly brown hair, driving a dark blue pick-up truck.
Anyone with information can call 101.
""Apparently he has been dumping clippings over past two weeks. Has to be living/working local to Colwyn Bay,"" Sgt Rob Taylor, of the rural crime team, tweeted on Sunday.
A post-mortem examination showed the cows, aged 16 months, died as a result of toxins found in yew and leylandii tree cuttings.
Sgt Taylor said he was ""appalled"" by the ""atrocious"" act of fly-tipping and praised the ""impressive"" response to his appeal for information on social media.",The description of a man believed to be involved in fly-tipping which left three Conwy cows dead has been released by police.,33670226
"The club will appoint a head coach to look after the first team, with Slade overseeing scouting among other duties.
He will be in charge for the final time when they host Birmingham as the Championship season ends on Saturday.
""The club feels that it is necessary to have a change. We want to create a spark to take us to another level,"" said chief executive Ken Choo.
Slade joined Cardiff in October 2014 from Leyton Orient and has said he wants to stay with the Bluebirds.
He held talks with chairman Mehmet Dalman following the defeat at Sheffield Wednesday which ended their play-off hopes.
Slade has insisted he has made ''progress'' at Cardiff this season with the Bluebirds destined to finish either seventh or eighth, having been placed 11th at the end of the 2014-15 season.
He succeeded Ole Gunnar Solskjaer who was in charge when Cardiff were relegated from their only season in the Premier League, 2013-14.
Cardiff had targeted a place in the play-offs, and fell short as they recorded one win in their previous six matches.
Choo's comments hint that the club feel Slade has taken the team as far as he can.
""We feel it is necessary to have a vacancy in that position,"" he said.
""And then have some body take it to another level.
""This season we have improved significantly. We want to build on it so we are trying to create a leaner and meaner team for next season.""
""It's going to be different, that's for sure and I've done an awful lot of games as a manager and now that has come to an end,"" said Slade.
""But I will look forward and focus and look to see what I can do help in the process of moving the club forward.
""I'm looking forward to the Birmingham game and it really would be nice to go out on a high and get three points to finish the season.""
BBC Wales football correspondent Rob Phillips says: ""The bookies have already installed Craig Bellamy as favourite to take over from Slade, but that is highly unlikely to happen.
""Cardiff are looking for an experienced candidate who they believe will build on the stability Slade installed.
""Any new recruit would also obviously have to be happy to work with a head of football, which might be off-putting for some.""",Russell Slade is to be removed from his role as Cardiff City manager and will take up a new role as head of football.,36231307
"The Richard III Society branded the decision as a ""monumental mistake"" which would be ""humiliating"" to the king.
However, the Very Revd David Monteith, Dean of Leicester, said the play would be ""sensitive"" towards him.
He was reburied at the cathedral in 2015 in a specially designed tomb.
The remains of the last Plantagenet monarch were placed under the cathedral two years ago, after they were discovered under a car park in the city in 2012.
Shakespeare's play is critical of the king, calling him a ""poisonous bunch-back'd toad.""
Philippa Langley, from the Richard III Society, is not against the play but is opposed to it being performed in Leicester Cathedral.
""To perform this play right beside this man's grave is quite frankly, a deliberate humiliation,"" she said.
""This is not what the great city of Leicester and its people is about.""
Source: Royal Shakespeare Company
The Cathedral has said the show will go ahead as planned in July, despite the criticism.
""King Richard III lies in peace,"" Revd David Monteith told BBC East Midlands Today.
""What we now know is that he belongs to the whole nation and not just to one section of people particularly committed to his story.
""I've heard most people say how glad they are that Richard III, the Shakespeare play, will be performed here.""
The play will also be performed at Peterborough, Ely, Gloucester, Bristol and Salisbury cathedrals in July.",Leicester Cathedral has defended its decision to stage Shakespeare's Richard III a few feet from the monarch's final resting place.,39856414
"While its recommended nationwide pay rate goes up from £7.85 an hour to £8.25 - an increase of 40p - in London the suggested rise is only 25p.
Next year, when the government brings in a compulsory National Living Wage across the United Kingdom, there will be no separate rate for London.
The living wage is calculated according to the basic cost of living.
The capital's voluntary living wage - which is not legally enforceable - is assessed by the Living Wage Foundation and economists at the Greater London Authority.
Mayor Boris Johnson's office estimates 724 employers in London have now signed up.
Those employers now have six months to implement the new pay level.
National minimum wage: The current mandatory minimum is £6.70 per hour for people aged 21 and over, and £5.30 for those aged 18 to 20
National Living Wage: This will be mandatory from April 2016 for workers aged 25 and above. It will initially be set at £7.20 an hour and is intended to exceed £9 an hour by 2020
London living wage: A voluntary higher rate of the living wage in the capital, which will rise from £9.15 to £9.40 an hour. There are currently no plans to make this scheme mandatory
Mr Johnson said the move would help ""pay the people who work hardest on lowest incomes decently"".
While he is a prominent supporter of the voluntary London living wage, he has resisted calls to make it mandatory, saying small businesses ""would struggle with wage rigidity"".
Labour's mayoral candidate Sadiq Khan called in-work poverty ""a shameful blight on our city"", adding: ""Neither the government nor the mayor are doing enough to turn things round.""
The Green Party highlighted disparity between the new recommended rate in London and the national minimum wage for Londoners aged 18 to 20, currently £5.30 an hour.
Assembly Member Baroness Jones said: ""The mayor should be making the case for raising the minimum wage in London to a living wage, especially for young Londoners.""","The London living wage is to rise from £9.15 an hour to £9.40, the Living Wage Foundation campaign group has said.",34700175
"The row of huts on Mablethorpe promenade will be ""rejuvenated and enhanced"" with the money.
Fourteen other coastal landmarks in England will benefit from a share of £700,000 from the Coastal Revival Fund.
Communities Minister Mark Francois said: ""We've got heritage hooks to be proud of, but some of these places need some tender loving care.""
He said: ""This country has sightseeing gems that are a match for anywhere in the world and I'd urge people to take a trip down to the seaside to discover them.""
The beach huts have been at Mablethorpe and Sutton-on-Sea for more than 70 years.
Grants of up to £50,000 will be awarded to landmarks from Durham in the North East to Dorset in the South West.
A disused lido in Morecambe, Lancashire, will become a venue for festivals, arts and leisure, while Herne Bay Pier in Kent will be given a ""sturdy stage"" with lighting, changing room and screen.
Ilfracombe Museum in Devon will receive £50,000 to ""protect and preserve its unique collection of Victorian curiosities right on the seafront"".
A full list of the projects can be seen here.
In March, £800,000 was also announced for seaside communities in the South West from the Coastal Communities Fund.
Mr Francois said he hoped the work would encourage ""a wave of enthusiasm"" for seaside trips, and help boost the £4bn already generated each year by tourism to coastal communities.","Dilapidated beach huts in Lincolnshire are to get a £50,000 makeover in an attempt to attract more holidaymakers.",36249107
"Sian O'Callaghan, 22, was last seen leaving Suju alone at about 0250 GMT on Saturday to walk half a mile home.
About 400 people took part in the search of Savernake Forest near Marlborough which is due to resume at 1030 GMT on Wednesday.
A £20,000 reward to help find her has been offered by an anonymous donor.
Mobile records put her phone in the area of the 4,500-acre forest 32 minutes after she left the club.
Police say the journey could only have been made by car.
Miss O'Callaghan's friends and her boyfriend Kevin Reape joined the search along with local people, many of whom did not know the missing woman, following a police appeal for help.
Volunteers searching the dense woodland were divided into groups which were then assigned to a specialist police officer.
Mikey Jack, 19, who plays Sunday league football with Mr Reape, said: ""A lot of people here don't really know Kevin or Sian but they just want to help any way they can.""
Another volunteer, college student Tizanne Gregory, 17, added: ""I came here today in the hope of finding Sian.
""I'm just hoping we can do anything to help her parents and it is horrible not knowing where she is.""
A police spokesman said Miss O'Callaghan had an LG E900 Optimus mobile phone and asked for anyone who finds one to contact the force.
CCTV footage of Miss O'Callaghan alone in the nightclub has been released in the hope that it will jog revellers' memories.
The black and white footage shows her walking downstairs and outside through the club's entrance, past a small group of men.
A police spokesman said the times shown on the CCTV were about six minutes slow.
He urged anyone who remembered seeing Miss O'Callaghan to contact the force.
Her disappearance has been described as totally out of character.
More than 60 police officers are working on the investigation which is being treated as a missing person inquiry.
Det Supt Steve Fulcher said: ""Sian left Suju and walked along the High Street in Old Town and there were a number of vehicles moving through the High Street between 2.55am to 3am.
""We would like to identify the people in those vehicles as possible witnesses.
""I'd also like to hear from anyone who saw any vehicles in or near beauty spots between Swindon and Savernake between 3am and 4am.
""It is very important that people come forward as they may have vital information which will help us to find Sian.""
At a news conference on Monday, her boyfriend Kevin Reape, who shared a flat with Miss O'Callaghan, appealed for information to help find her.
A Wiltshire Police spokesman said Mr Reape was not being treated as a suspect in Miss O'Callaghan's disappearance.
Also present at the news conference were Miss O'Callaghan's parents Mick, 51, and Elaine, 48, brother Liam, 24, and sister Lora, 19.",Hundreds of volunteers have joined police to search a forest in Wiltshire for a woman who vanished after leaving a nightclub in Swindon.,12815551
"The ""low three-figure"" sum of money was taken from three purses which had been left unattended at the Aberdeen Sea Cadets base at Pocra Quay.
Insp Carron McKellar said: ""This is a disgraceful incident which has left the victims shocked and upset.""
Anyone with information on the theft is urged to contact Police Scotland.
Insp McKellar added: ""It is understood that the suspect entered the building while visitors were in another part of the building and took the money. Nothing else has been taken.""","The theft of money from purses at a Remembrance Sunday event at Aberdeen harbour has been branded ""disgraceful"" by police.",37974735
"The US star has called off an event at the London Palladium on 20 September, when she was to have been interviewed on stage by Sir Bruce Forsyth.
Minnelli was also booked to give a similar talk at Sheffield City Hall on 22 September.
According to reports, the events were cancelled due to a dispute over money with their promoter, Rocco Buonvino.
The promoter has previously organised celebrity appearances in the UK by Sylvester Stallone, John Travolta and others.
""We have been advised by the promoters of An Evening with Liza Minnelli that the performance has been cancelled,"" the London Palladium said in a statement. ""All tickets will be refunded.""
Rocco Buonvino Productions and Minnelli's representatives have not responded to a request for a comment.
Minnelli, the daughter of Hollywood legend Judy Garland and director Vincente Minnelli, won an Academy Award for her role in 1972 film Cabaret.
She is one of a handful of stars to have won the so-called Egot - an Emmy, a Grammy, an Oscar and a Tony.
In March, the 69-year-old was admitted to a drug and alcohol rehabilitation unit for treatment of substance abuse.
In promotional material issued when the shows were announced, Minnelli said she considered the UK to be ""a second home"".",Singer and actress Liza Minnelli has cancelled two upcoming appearances in London and Sheffield.,34243933
"The boy, Julian Hernandez, disappeared when he was five and is now 18, living with his father in Cleveland.
Bobby Hernandez, 53, was arrested and is being held at a jail in Ohio.
The FBI received a tip on 30 October that this teenager may be the long-missing child after problems he had applying for college.
The agency worked with Alabama police and the National Center for Missing and Exploited Children to confirm the boy's identity.
His mother has been notified of his recovery, AL.com reports.
His father is also charged with tampering with records in Ohio so he could obtain a driver's licence in 2012.
He is being held at the Cuyahoga County Jail in Ohio with a $250,000 (Â£164,100) bail.
Authorities suspected around the time of the boy's disappearance that his father was possibly the culprit, according to AL.com.
A missing persons database shows that Mr Hernandez said he was taking his son to pre-school in August 2002 but then fled.","A child missing in Alabama since 2002 has been found safe in Ohio with his father, who has been charged with abduction, authorities have said.",34737471
"It is showcasing the huge amount which can be achieved by adults with learning difficulties and children with complex needs.
The ""We Can"" project has held exhibitions at the Senedd, Houses of Parliament and in 24 countries.
Mold-based Same but Different is behind it and everyone involved has a learning disability.
""Sometimes people make remarks that I can't do things and this makes you feel like you can't do it, but then I look back and realise that I can do things,"" said Scott Morris, 20, from Deeside.
""I may learn a bit slower, but I can still do what you can do.""
Scott said his dream is to become a farmer and, if he does not achieve it, he will be ""really sad"".
Kate Siseman, 36, from Buckley, who has Down's Syndrome, has enjoyed doing an office and media course.
She said: ""I love the fact you can listen to music while you type because it helps me clear my mind out.
""If I had to describe myself I would say I was smart, friendly, caring, kind and very sociable.""
Other people involved include Paige Bedford, aged 19, from Bagillt, who is on the autism spectrum.
She said: ""Having a disability makes you unique, it makes you different from other people.
""It sets you apart.  It gives you a hidden edge that you don't know you have until you discover it.""
Photographer and founder of Same but Different, Ceridwen Hughes, said ""The aim of our organisation is to use the arts to create greater awareness of the person behind disability.""",A new arts-based project using photography and video aims to show the people behind disability.,39079948
"A two-year-old black and white cat named Patch died following a suspected poisoning in Bro Dulas, Llanidloes.
Two other cats in the area were also put to sleep after they became unwell.
RSPCA chief inspector Phil Lewis said: ""We don't know whether these incidents were accidental or deliberate or who may have done it.""
Patch's owner said: ""I am just so angry and devastated. Patch was such a quiet and loving cat.""
Mr Lewis added: ""We're calling on all cat owners in the Llanidloes area to be vigilant and to take their cat to a vet straight away if they suspect they have been poisoned.""
Potential signs of poisoning could include vomiting, difficulty breathing, increased thirst, and appearing to be be sleepy and uncoordinated.",The RSPCA is urging cat owners to be vigilant after suspected cat poisoning deaths in Powys.,37310968
"Media playback is not supported on this device
Del Potro secured a 3-6 6-3 7-6 (7-2) 6-3 victory over the Swiss player.
The Argentine is 165th in the rankings after missing more than two years because of injury problems.
Del Potro, who is in the same half of the draw as Britain's Andy Murray, will next play either France's 32nd seed Lucas Pouille or American Donald Young.
I am pulling for Del Potro and every player in the locker room is. No player deserves what he has had in the last three or four years.
Former US Open champion Del Potro, 27, reached the Wimbledon semi-finals in 2013 but the former world number four is playing in his first Grand Slam since the Australian Open in 2014 after having three wrist operations.
He struggled early on as Wawrinka, 31, claimed an early break before comfortably taking the opening set, but Del Potro fought back well to take the second.
Both players broke serve twice in the opening four games of a thrilling third set, which Del Potro won in a tie-break, before taking the fourth set to wrap up victory.
""It feels amazing,"" Del Potro told BBC Sport. ""I beat one of the guys who is playing great tennis this season and I couldn't have expected this before today.
""I enjoyed the crowd, they were incredible and I'm very happy.
""It is my second or third career now after all the injuries. I was sad for the last two years and now I am enjoying playing tennis again. I feel alive.""
Media playback is not supported on this device
Australia's Nick Kyrgios is also in the same half of the draw as Murray and remains on course to meet the world number two in the last 16.
The number 15 seed came from two sets to one down to beat Germany's Dustin Brown 6-7 (3-7) 6-1 2-6 6-4 6-4 in a thrilling, rain-affected second-round match on Court Two.
The pair had only played three points before a rain delay of more than three hours with the German, ranked 85th in the world, then clinching the first set on a tie-break.
Kyrgios swept through the second set in just 15 minutes but Brown regained the advantage by taking the third.
However, the Australian then won the fourth to move level and, after another rain delay, clinched the fifth set to reach round three.
Spanish 22nd seed Feliciano Lopez will play Kyrgios in the third round, with the winner of that tie then playing either Murray or Australian John Millman in the last 16.
Lopez fought back from two sets behind to defeat Italian Fabio Fognini 3-6 6-7 6-3 6-3 6-3.
Elsewhere, there were routine victories for 10th seed Tomas Berdych and 12th seed Jo-Wilfried Tsonga.
Berdych beat Germany's Benjamin Becker 6-4 6-1 6-2, while Tsonga triumphed 6-1 6-4 6-3 over Juan Monaco of Argentina.
You can now add tennis alerts in the BBC Sport app - simply head to the menu and My Alerts section",Juan Martin del Potro has recorded a shock second-round win to knock fourth seed Stan Wawrinka out of the men's singles at Wimbledon.,36687249
"Walter Innes and fellow Shorewatch volunteer Monika Carrie were about to head home after an eventful day ""staring at an empty sea"" on Tuesday.
They then spotted what looked like a dolphin feeding frenzy and Mr Innes took a picture, believing it to be of a dolphin taking a large salmon.
Expert Charlie Phillips said such attacks were not completely understood.
Mr Innes took his picture at 18:04 on Tuesday just outside the south breakwater at Aberdeen Harbour.
He said: ""Monika Carrie and I had been staring at an empty sea for a while and were just about to leave.
""We saw what we thought at first was a feeding frenzy, and went down on the rocks to try and get pictures. I thought it was a very large salmon, until I got home and saw it on the computer screen.
""You hear and read about this behaviour, but to see it on the doorstep is stunning.""
Mr Phillips, a Highlands-based Whale and Dolphin Conservation field officer who monitors the Moray Firth's resident population of bottlenose dolphins, said: ""It's not completely understood why some bottlenose dolphins attack harbour porpoise like this.
""The example in Walter's great pictures show that it's normally small porpoise, often calves, that seem to be targeted.
""One day we might have a better understanding of this behaviour but until then we can only make guesses or speculation.""
Mr Phillips added: ""It does happen frequently, as the pathologists at the whale and dolphin strandings department of Scotland's Rural College have carcasses of porpoise showing clear signs of bottlenose attack to examine, and they are massive injuries that have been sustained.""",A whale and dolphin-watcher has photographed an attack by a bottlenose dolphin on a porpoise off Aberdeen.,36605379
"He was elected with 571 votes, ahead of Michael Henderson and David Noakes with 184 and 109 votes respectively.
A total of 883 (27%) of the 3,220 registered voters turned out with four blank papers and 15 spoilt papers.
Mr Parkinson will serve for four months and said there were ""very important decisions"" to be made in that time.
Before the by-election some criticism was made of the Â£50,000 cost, a fifth of a general election, for the short term of the office - the by-election had to be held under the island's Reform Law.
Mr Parkinson said: ""The voters of St Peter Port North deserve to be represented every bit as strongly as the voters of any other district.
""These next four months will set the scene for the general election, it will help to define the issues on which the general election will be fought.""
Mr Parkinson served in the States from 2004-2012 and was the minister of Treasury of Resources from 2008-2012.
He previously stood in the South East district and said he had ""enjoyed biking around getting to know the St Peter Port North district better"" while campaigning.
He campaigned with three key policies; diversifying the economy, reforming the corporate tax system and solving the affordable housing crisis.
His term of office will end at the general election on 27 April.
The by-election was called after the death of Deputy Martin Storey in July.",Former treasury minister Charles Parkinson is returning to the States of Guernsey after winning the St Peter Port North by-election.,34975191
"The child's body was found in a river yards from his family's home at Milton of Drimmie, according to the Scottish Daily Mail.
The Scottish Sun reports that the shocking discovery was made around an hour after he was reported missing.
His disappearance triggered a major search and rescue operation along the banks of the fast-flowing River Ericht, reports the Scottish Daily Express.
The Courier says paramedics battled to save the boy but they were unable to revive him. It adds that local MSP John Swinney described the news as ""heartbreaking"".
Meanwhile the i newspaper reports that the ""poor"" are twice as likely to die from cancer. It says a new study has identified a huge ""survival gap"" across Scotland's social classes.
The cancer survival gap has been described as ""completely unacceptable"" by Macmillan Cancer Support, according to the front page of The Scotsman.
The Scotland edition of The Times reports that a multi-million pound funding ""black hole"" has been exposed in a flagship Scottish government plan to safeguard the future of the NHS.
Meanwhile, The Herald leads with a report that Scotland could have the ""fastest and easiest"" ever entry into the EU if it becomes independent.
On a similar subject, The National's front page headline asks: ""Where's your Vow noo?""  The paper reports that former first minister Alex Salmond asked the question of the Labour, Conservative and Liberal Democrat parties during a rally in his Gordon constituency.
The Daily Record carries a photograph of a man accused of forcing Romanian girls to sell sex in brothels in Scotland.
The death of a young mother in car crash in Aberdeenshire leads the front page of the Press and Journal.
The Daily Star of Scotland leads with a story about Eastenders actor Danny Dyer.",The death of a two-year-old boy in Perthshire features on the front pages of many of Scotland's newspapers.,39025238
"""The EU needs a complete overhaul,"" says Germany's Sueddeutsche Zeitung.
""The remaining union has to learn from the Brexit vote and carry out the most fundamental examination of its policies"" since its creation in 1957, the paper argues.
Der Tagesspiegel agrees, and tells the EU to ""reform or be destroyed"".
But it also warns that there is a ""shocking gulf"" between remedies offered by the political elites - closer integration, especially in economic terms - and the expectations of ordinary Europeans.
The answer, it concludes, is ""more openness, more transparency"", as well as a stronger focus on welfare.
Under a picture of French and Dutch far right leaders Marine Le Pen and Geert Wilders, an article in Der Spiegel voices alarm at the rise of the ""great simplifiers"", saying they threaten democracy by appealing to the irrational.
""The populists are on the loose, and not just in Great Britain,"" it warns. ""They are dragging Western Europe towards its downfall.""
""Populism is tearing Europe apart,"" a commentary in Spain's El Pais agrees, but warns that any changes to the EU should not try to appease their ""anti-establishment"" discourse.
""Populist parties have grown by exploiting the idea that the EU is to blame for an economic crisis caused by the whims of the markets,"" it argues
Instead, it calls for policies that ""promote stability"" and ""reject blaming Europe for our ills when it is part of the solution"".
An article entitled ""the dictatorship of democracy"" in El Mundo voices the fear that other countries could follow Britain's example.
""What is disturbing is that, after Brexit, fools can say with greater strength and certainty: 'Yes you can.'""
In Italy's La Repubblica, a commentary says the vote for Brexit reflects rising general discontent by the ""excluded"" that is driving the rise of the likes of Donald Trump in the US, as well as of Italy's own populist Five Star Movement.
On the website of Polish news magazine Polityka, commentator Andrzej Celinski warns against ""giving in to the wave of nationalism"", and appeals to Poles to end what it calls their hesitant approach to the EU project.
""In the face of a real threat to the [European] Union, Poland's political leaders must stand together to fight for European unity,"" he urges. ""Do not follow the British. Build Europe"".
An article in Polish newspaper Gazeta Wyborcza agrees, saying that the anger felt by many EU citizens must be channelled into a desire for a ""stronger Europe and better democracy, not nationalist phantoms"".
BBC Monitoring reports and analyses news from TV, radio, web and print media around the world. You can follow BBC Monitoring  on Twitter and Facebook.","Digesting the UK's vote to leave the EU, papers across Europe call for radical change to counter what they see as a rising tide of populism and nationalism on the continent.",36633605
"Gayle (75no) and Pollard added 65 off 25 balls as the Windies racked up 205-4, the highest score of the tournament.
Despite a defiant 29-ball 63 from captain George Bailey, Australia never recovered from a poor start, crumbling to 131 all out to lose by 74 runs.
West Indies will  in Colombo on Sunday.
It was a phenomenal display from West Indies, based around another exhibition by the peerless Gayle.
""The reason Gayle is so good is that normally a batsman puts the bad ball away for four, but Gayle doesn't even have to hit the ball cleanly and it goes for six. He's so powerful, the grounds aren't big enough for him.""
Despite facing only 41 balls in the 20-over innings and requiring treatment midway through for a side strain, the left-handed opener still managed to get within 25 runs of a century, smashing six sixes and five fours with a strike rate of 182.
Marlon Samuels helped set the tempo with a breezy 26 and Dwayne Bravo hit three towering sixes in his 37 off 31 balls.
However, it was Gayle and Pollard, who plundered 63 runs off the last four overs, who really demoralised Australia.
After watching the previously economical Mitchell Starc carted for 17 in the penultimate over, Bailey took a gamble by throwing the ball to left-arm spinner Xavier Doherty.
It proved a costly mistake as Gayle heaved a six over midwicket before Pollard helped himself to three maximums in a row.
He holed out at long-off off the last ball of the innings to fall for 38 off 15 deliveries, but the damage had been done.
Australia's best chance of joining their women's team in the final by completing the joint second highest successful run chase in the tournament's history was always likely to lie with prolific openers David Warner and Shane Watson.
16 - Chris Gayle (West Indies)
15 - Shane Watson (Australia)
13 - Luke Wright (England)
10 - Brendon McCullum (New Zealand
9 - Marlon Samuels (West Indies)
So when both were bowled by leg-spinner Samuel Badree inside the first five overs, the writing was on the wall.
Warner was dismissed off the last ball of the first over when a television replay confirmed that a googly had shaved his off stump.
After Mike Hussey top-edged a return catch to Marlon Samuels following a rapid 18, Watson was castled for seven by one that fizzed on.
Ravi Rampaul took two wickets in three balls - Cameron White caught down the leg side and David Hussey caught and bowled off a leading edge - before Matthew Wade was caught sweeping to leave Australia reeling on 43-6.
Bailey, not renowned for his ball-striking, led a one-man counter-attack, but with the required run-rate creeping above 14 per over, his innings was nothing more than a footnote to proceedings.
So it proved as Pollard removed Pat Cummins and Bailey in the same over, Brad Hogg was stumped off Sunil Narine and Rampaul bowled Starc to wrap up a phenomenal win.
The Windies are through to their first global final since 2004, when they beat England at The Oval to win the Champions Trophy.
Tthey will face a severe test against Sri Lanka, who, in Lasith Malinga and Ajantha Mendis, have two of the most successful bowlers at the tournament, and will be cheered on by a raucous home crowd.",Chris Gayle and Kieron Pollard produced a superb display of power hitting as West Indies thrashed Australia to reach the final of the World Twenty20.,19822367
"Many people have been reluctant to seek medical treatment for Ebola, fearing that diagnosis might mean death as there is no proven cure.
A team of 30,000 people is going house-to-house to find those infected and distribute soap.
But critics say the lockdown will damage public trust in doctors.
Meanwhile in neighbouring Guinea, the bodies of eight missing health workers and journalists involved in the Ebola campaign have been found.
A government spokesman said some of the bodies had been recovered from a septic tank in the village of Wome. The team had been attacked by villagers on Tuesday.
Guinea's prime minister said an investigation was under way, and vowed to catch the perpetrators of the ""heinous murders"".
Correspondents say many villagers are suspicious of official attempts to combat the disease and the incident illustrates the difficulties health workers face.
Sierra Leone is one of the countries worst hit by West Africa's Ebola outbreak, with more than 550 victims among the 2,600 deaths so far recorded.
In the capital, Freetown, normally bustling streets were quiet, with police guarding roadblocks.
During the curfew, 30,000 volunteers will look for people infected with Ebola, or bodies, which are especially contagious.
They will hand out bars of soap and information on preventing infection.
Officials say the teams will not enter people's homes but will call emergency services to deal with patients or bodies.
Volunteers will mark each house with a sticker after they have visited it, reports say.
11,315
Deaths - probable, confirmed and suspected
(Includes one in the US and six in Mali)
4,809 Liberia
3,955 Sierra Leone
2,536 Guinea
8 Nigeria
On Thursday, President Ernest Bai Koroma said: ""Extraordinary times require extraordinary measures.""
He urged citizens to avoid touching each other, visiting the sick or avoid attending funerals.
Freetown resident Christiana Thomas told the BBC: ""People are afraid of going to the hospital because everyone who goes there is tested for Ebola.""
Another resident in Kenema, in the east of the country, told the BBC families were struggling because the price of food had gone up.
In the hours leading up to Sierra Leone's lockdown, there was traffic gridlock in Freetown as people stocked up on food and essentials.
The BBC's Umaru Fofana in Sierra Leone
Cities and towns across the country were quiet without the usual early morning Muslim call to prayer and the cacophony of vehicles and motorbikes that people wake up to here.
Thousands of volunteers and health workers have assembled at designated centres across Sierra Leone and started moving into homes.
But they had to wait for hours before their kit - soaps and flyers - could reach them.
MP Claude Kamanda, who represents the town of Waterloo near Freetown, told local media that all the health centres there were closed, hours after the health workers and volunteers were meant to assemble for deployment to homes.
He complained that the delays were not helping the campaign.
The UN Security Council on Thursday declared the outbreak a ""threat to international peace"" and called on states to provide more resources to combat it.
Meanwhile, the US military has started work in the Liberian capital Monrovia to establish an air bridge - a link by air transport - to take health workers and supplies to affected countries.
The UK has pledged to help build new treatment centres and provide 700 new hospital beds in Sierra Leone, although a majority of the beds could take several months to arrive.
Aid workers have welcomed the UK aid but say all of the beds are required immediately, the BBC international development correspondent Mark Doyle reports.
Medical charity Medecins Sans Frontieres (MSF) has been strongly critical of the lockdown, arguing that ultimately it will help spread the disease as such measures ""end up driving people underground and jeopardising the trust between people and health providers"".","A three-day curfew is under way in Sierra Leone to let health workers find and isolate cases of Ebola, in order to halt the spread of the disease.",29264550
"The BBC's Juliana Liu followed the final campaigning hours of two young women standing for office in the city's district elections, the first polls since last October's protest movement.  Read on to find out if they succeeded.
Few souls are visible on the streets early on Sunday morning in the Hong Kong neighbourhood of Whampoa. But there are only 15 hours of campaigning left and two young, idealistic first-time candidates - part of a new breed known as the ""umbrella soldiers"" - are already in action.
Dr Kwong Po Yin, 29,  an emergency room doctor, and Yau Wai Ching, 24, a former administrator, are members of Youngspiration, a political party founded in the wake of last year's Umbrella Movement to keep its legacy alive.
Both are running against older establishment politicians with more resources, so neither presumes they will win but they will still hit the streets in their respective constituencies.
It's frustrating at times for Dr Kwong, contesting the Whampoa West district, a middle-class area with more than 8,000 registered voters. The few residents she sees are not keen to speak. Most of them seem to brush her off.
But one resident, who is walking her friendly pet parrot, stops to chat.
She is supported by a band of volunteers even younger than she is, who have been consistently campaigning. They spent the night organising election paraphernalia detailing her plans to improve transport links.
But they are not alone.  Dr Kwong's opponent, Lau Wai Wing, 64, a district councillor for more than 20 years, is already here. He says he's not surprised to face a political newcomer. He says he understands that millenials have different positions on political issues.
Spirits are somewhat higher when it comes to the hallowed Hong Kong campaign tradition of tackling the tea houses.
Dr Kwong and a volunteers greet families sitting down to a Sunday brunch of hot tea and steamer after steamer of delicious dim sum.  Buoyed by the food, drink and lively, noisy atmosphere, the residents break into ready smiles and wish Dr Kwong well.
By this time, the polling stations, almost 500 of them, have been open for seven hours.
It is already apparent, looking at the hourly data provided by election monitors, that turnout is likely to hit a record high.  The umbrella soldiers, about 50 of them, reckon the higher the turnout, the better their chances of victory.
With only three more hours of voting left, Dr Kwong is seizing the moment.
Climbing onto a ladder, bullhorn in hand, she urges passers-by to vote for her and for Ms Yau.  Their victory, she says, would show that support for the Umbrella Movement can translate into concrete political gain.
Even though district councillors do not make laws, they do help manage large sums of public money. And they have the opportunity to interact with residents daily.  These voters, Dr Kwong says, are a very powerful base of support, one that her party wants to build for many years to come.
With less than a minute to go before the polls close, election officials are looking for any stragglers.
Turnout in Whampoa West reaches a high of 50% of registered voters, significantly higher than the 41% seen four years ago. This is the kind of unfettered, credible election that democrats want for the chief executive, Hong Kong's highest official.  Their disagreement with the Chinese government on this matter is what triggered last year's protests.
Tensions soar as the election officer announces that, after three rounds of counting, there is still no clear winner.  The issue, he says, is that there are 66 ""questionable"" ballots. Each must be personally examined to see whether they are valid. The result will determine the winner.
The crowd gathers tightly around him. The stress is palpable. The official shows each ballot before making his decision.
After going through all of them, he pronounces Dr Kwong the winner of the election by just 39 votes. She looks stunned.
Meanwhile, the same process is happening across the street. Ms Yau is a credible challenge to an experienced political insider. But after rigorous rounds of counting, she appears to have lost by several hundred votes.
The turnout in that district was even higher at 55%. The two women shared exactly the same platform, but one has won and the other has lost.  After months of intense campaigning, the two political sisters hug and congratulate each other.
In her victory speech, Dr Kwong acknowledges how the Umbrella Movement transformed her from ordinary citizen to politician fighting for Hong Kong's future.",What happened when Hong Kong's  youth demonstrators actually tried to get elected?,34897403
